images_file_name,annotations_bbox_x,annotations_bbox_y,annotations_bbox_w,annotations_bbox_h,categories_id
K-003483-016232-022347-027653_0_2_0_2_70_000_200.png,140,846,199,192,16231
K-003483-016232-022347-027653_0_2_0_2_75_000_200.png,621,223,187,183,16231
K-003483-016232-022347-027653_0_2_0_2_90_000_200.png,648,231,193,180,16231
K-003483-016232-022347-027653_0_2_0_2_70_000_200.png,672,256,220,198,27652
K-003483-016232-022347-027653_0_2_0_2_75_000_200.png,61,811,225,211,27652
K-003483-016232-022347-027653_0_2_0_2_90_000_200.png,95,853,221,207,27652
K-003483-016232-027653-031885_0_2_0_2_70_000_200.png,133,289,275,174,3482
K-003483-016232-027653-031885_0_2_0_2_75_000_200.png,558,811,288,175,3482
K-003483-016232-027653-031885_0_2_0_2_90_000_200.png,587,846,282,167,3482
K-003483-016232-027653-031885_0_2_0_2_70_000_200.png,143,845,196,193,16231
K-003483-016232-027653-031885_0_2_0_2_75_000_200.png,621,223,186,183,16231
K-003483-016232-027653-031885_0_2_0_2_90_000_200.png,648,230,192,182,16231
K-003483-016232-027653-031885_0_2_0_2_70_000_200.png,565,675,405,526,31884
K-003483-016232-027653-031885_0_2_0_2_75_000_200.png,18,37,400,506,31884
K-003483-016232-027653-031885_0_2_0_2_90_000_200.png,33,59,415,506,31884
K-003483-016232-027653-034597_0_2_0_2_70_000_200.png,142,846,198,192,16231
K-003483-016232-027653-034597_0_2_0_2_75_000_200.png,621,224,186,182,16231
K-003483-016232-027653-034597_0_2_0_2_90_000_200.png,649,231,191,181,16231
K-003483-016232-027653-034597_0_2_0_2_70_000_200.png,669,255,224,200,27652
K-003483-016232-027653-034597_0_2_0_2_75_000_200.png,62,811,223,211,27652
K-003483-016232-027653-034597_0_2_0_2_90_000_200.png,95,851,223,208,27652
K-003483-016232-027653-034597_0_2_0_2_70_000_200.png,577,652,398,470,34596
K-003483-016232-027653-034597_0_2_0_2_75_000_200.png,0,98,401,454,34596
K-003483-016232-027653-034597_0_2_0_2_90_000_200.png,0,136,414,436,34596
K-003483-016262-020877-022347_0_2_0_2_70_000_200.png,144,291,210,256,3482
K-003483-016262-020877-022347_0_2_0_2_75_000_200.png,624,721,208,271,3482
K-003483-016262-020877-022347_0_2_0_2_90_000_200.png,649,751,212,268,3482
K-003483-016262-020877-022347_0_2_0_2_70_000_200.png,545,293,329,236,20876
K-003483-016262-020877-022347_0_2_0_2_75_000_200.png,84,727,334,241,20876
K-003483-016262-020877-022347_0_2_0_2_90_000_200.png,115,766,330,231,20876
K-003483-016262-020877-022347_0_2_0_2_70_000_200.png,686,867,220,211,22346
K-003483-016262-020877-022347_0_2_0_2_75_000_200.png,82,196,202,197,22346
K-003483-016262-020877-022347_0_2_0_2_90_000_200.png,98,205,206,199,22346
K-003483-016262-027733-031885_0_2_0_2_70_000_200.png,152,801,248,243,16261
K-003483-016262-027733-031885_0_2_0_2_75_000_200.png,565,219,235,228,16261
K-003483-016262-027733-031885_0_2_0_2_70_000_200.png,566,261,300,267,27732
K-003483-016262-027733-031885_0_2_0_2_75_000_200.png,87,726,322,282,27732
K-003483-016262-027733-031885_0_2_0_2_70_000_200.png,502,638,453,481,31884
K-003483-016262-027733-031885_0_2_0_2_75_000_200.png,38,106,440,473,31884
K-003483-019861-028763-029667_0_2_0_2_70_000_200.png,153,219,246,220,3482
K-003483-019861-028763-029667_0_2_0_2_75_000_200.png,571,836,261,233,3482
K-003483-019861-028763-029667_0_2_0_2_90_000_200.png,598,868,261,231,3482
K-003483-019861-028763-029667_0_2_0_2_70_000_200.png,649,903,223,215,28762
K-003483-019861-028763-029667_0_2_0_2_75_000_200.png,114,162,210,194,28762
K-003483-019861-028763-029667_0_2_0_2_90_000_200.png,129,165,211,202,28762
K-003483-019861-028763-029667_0_2_0_2_70_000_200.png,118,843,232,227,29666
K-003483-019861-028763-029667_0_2_0_2_75_000_200.png,608,194,222,215,29666
K-003483-019861-028763-029667_0_2_0_2_90_000_200.png,638,199,225,217,29666
K-003483-025469-034597-035206_0_2_0_2_70_000_200.png,125,271,271,192,3482
K-003483-025469-034597-035206_0_2_0_2_75_000_200.png,576,812,278,192,3482
K-003483-025469-034597-035206_0_2_0_2_90_000_200.png,602,843,279,189,3482
K-003483-025469-034597-035206_0_2_0_2_70_000_200.png,456,650,464,441,34596
K-003483-025469-034597-035206_0_2_0_2_75_000_200.png,71,134,439,425,34596
K-003483-025469-034597-035206_0_2_0_2_90_000_200.png,91,163,446,421,34596
K-003483-025469-034597-035206_0_2_0_2_70_000_200.png,128,724,257,417,35205
K-003483-025469-034597-035206_0_2_0_2_75_000_200.png,580,110,226,393,35205
K-003483-025469-034597-035206_0_2_0_2_90_000_200.png,607,118,235,404,35205
K-003483-027653-031885-036637_0_2_0_2_70_000_200.png,131,287,276,175,3482
K-003483-027653-031885-036637_0_2_0_2_75_000_200.png,559,811,288,175,3482
K-003483-027653-031885-036637_0_2_0_2_90_000_200.png,586,846,284,166,3482
K-003483-027653-031885-036637_0_2_0_2_70_000_200.png,669,255,221,199,27652
K-003483-027653-031885-036637_0_2_0_2_75_000_200.png,61,811,225,211,27652
K-003483-027653-031885-036637_0_2_0_2_90_000_200.png,95,853,223,207,27652
K-003483-027653-031885-036637_0_2_0_2_70_000_200.png,597,699,378,536,31884
K-003483-027653-031885-036637_0_2_0_2_75_000_200.png,19,5,357,513,31884
K-003483-027653-031885-036637_0_2_0_2_90_000_200.png,28,20,387,520,31884
K-003483-027777-034597-036637_0_2_0_2_70_000_200.png,175,276,261,220,3482
K-003483-027777-034597-036637_0_2_0_2_75_000_200.png,537,778,267,224,3482
K-003483-027777-034597-036637_0_2_0_2_90_000_200.png,567,813,263,220,3482
K-003483-027777-034597-036637_0_2_0_2_70_000_200.png,397,629,461,432,34596
K-003483-027777-034597-036637_0_2_0_2_75_000_200.png,127,158,437,418,34596
K-003483-027777-034597-036637_0_2_0_2_90_000_200.png,140,184,457,416,34596
K-003483-027777-034597-036637_0_2_0_2_70_000_200.png,128,828,194,254,36636
K-003483-027777-034597-036637_0_2_0_2_75_000_200.png,636,174,181,246,36636
K-003483-027777-034597-036637_0_2_0_2_90_000_200.png,664,181,187,249,36636
K-003544-006563-016548-033878_0_2_0_2_70_000_200.png,586,237,215,341,6562
K-003544-006563-016548-033878_0_2_0_2_75_000_200.png,158,666,218,366,6562
K-003544-006563-016548-033878_0_2_0_2_90_000_200.png,188,712,219,356,6562
K-003544-006563-016548-033878_0_2_0_2_70_000_200.png,117,881,243,240,16547
K-003544-006563-016548-033878_0_2_0_2_75_000_200.png,600,143,227,226,16547
K-003544-006563-016548-033878_0_2_0_2_90_000_200.png,627,147,236,226,16547
K-003544-006563-016548-033878_0_2_0_2_70_000_200.png,148,303,220,154,33877
K-003544-006563-016548-033878_0_2_0_2_75_000_200.png,600,812,233,144,33877
K-003544-006563-016548-033878_0_2_0_2_90_000_200.png,626,850,229,136,33877
