fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,warmup_bias_lr,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,mosaic,mixup,copy_paste,cutmix,bgr
0.97028,0.00941,0.05,0.89638,0.00041,2.44928,0.8591,0.10048,7.98149,0.52379,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97094,0.01023,0.05,0.89638,0.00041,2.45134,0.87181,0.12969,8.0,0.58532,1.33646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9677,0.00941,0.05,0.98,0.00041,2.5,0.90334,0.12424,7.56693,0.62785,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97077,0.00984,0.05228,0.92673,0.00051,2.46668,0.80232,0.10503,7.66454,0.50117,1.49693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96693,0.00917,0.06224,0.98,0.00054,2.5,0.86147,0.08767,8.0,0.54401,1.42822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97072,0.00948,0.05255,0.93515,0.00054,2.21113,0.80809,0.10787,8.0,0.54401,1.58097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96994,0.0086,0.05195,0.85,0.00056,2.5,0.80738,0.10503,7.60039,0.62564,1.51825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97159,0.005,0.05304,0.98,0.00036,2.45134,0.8,0.09441,8.0,0.52377,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97119,0.01223,0.05,0.95008,0.00047,2.5,0.80513,0.1179,7.28359,0.56028,1.5986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97212,0.00941,0.05293,0.89638,0.00039,2.5,0.89276,0.11019,8.0,0.62645,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9685,0.00711,0.05536,0.97303,0.00047,2.46668,0.87432,0.11853,8.0,0.52563,1.49693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96774,0.00981,0.05609,0.85,0.0005,2.45134,0.86147,0.11201,8.0,0.55308,1.41874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96872,0.00794,0.05672,0.98,0.00052,2.5,0.86147,0.09413,8.0,0.54401,1.38876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97271,0.00941,0.05,0.8924,0.0004,2.44226,0.8,0.10116,8.0,0.54736,1.31293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96763,0.00852,0.05,0.85,0.00042,2.31747,0.8,0.11698,7.72551,0.45547,1.5927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97188,0.00896,0.05402,0.85,0.00055,2.45134,0.86202,0.10787,8.0,0.65766,1.81204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96978,0.00992,0.05,0.89638,0.00043,2.20937,0.84668,0.09668,7.86341,0.49797,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97054,0.00758,0.05,0.90681,0.0004,2.5,0.92105,0.09702,7.09318,0.5273,1.53397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00818,0.05,0.8924,0.00036,2.5,0.8,0.09817,7.69342,0.48491,1.31425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96976,0.00915,0.05612,0.98,0.00051,2.12378,0.8,0.1195,8.0,0.53124,1.51817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97153,0.00873,0.05402,0.88387,0.00051,2.45134,0.86147,0.10787,8.0,0.60371,1.41844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96936,0.00941,0.05,0.89638,0.00041,2.45134,0.85521,0.1011,8.0,0.5273,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96904,0.00979,0.05722,0.92673,0.00052,2.46668,0.80922,0.10503,7.66454,0.50117,1.49693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9721,0.00597,0.05653,0.98,0.00042,2.27935,0.86147,0.13582,8.0,0.63499,1.16231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97356,0.00753,0.05124,0.91234,0.00055,2.45134,0.95,0.11316,8.0,0.59995,1.40593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.01111,0.05,0.98,0.00034,2.5,0.8,0.09964,8.0,0.54736,1.46833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96963,0.00941,0.06119,0.88456,0.00041,2.03909,0.8,0.09144,7.9587,0.5273,1.4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97203,0.00628,0.05,0.85,0.00059,2.5,0.95,0.10002,8.0,0.63487,1.40593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96926,0.00807,0.05,0.85,0.00046,2.44226,0.8,0.07829,8.0,0.48339,1.30032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97217,0.00921,0.05041,0.91234,0.00051,2.5,0.82635,0.11688,7.16205,0.56854,1.34943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97093,0.00949,0.05,0.89262,0.00041,2.42825,0.85063,0.10226,8.0,0.53284,1.47532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97021,0.00852,0.05751,0.90628,0.00045,2.5,0.80896,0.09773,8.0,0.54736,1.26275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97086,0.01164,0.05019,0.9226,0.00051,2.5,0.87579,0.10822,7.06349,0.53315,1.73439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97188,0.0073,0.05042,0.91427,0.00055,2.45134,0.95,0.11316,7.89717,0.61785,1.40593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9714,0.00744,0.0506,0.91234,0.00055,2.49842,0.95,0.11433,7.63576,0.55727,1.40593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97134,0.00939,0.05,0.85,0.00037,2.41833,0.8,0.10116,7.87125,0.52685,1.34264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96982,0.00951,0.05,0.8924,0.00042,2.49699,0.8,0.10389,8.0,0.51969,1.10277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97126,0.00941,0.05,0.92679,0.00039,2.3789,0.8,0.09296,8.0,0.54736,1.31293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96885,0.00943,0.05415,0.91234,0.00051,2.45134,0.85967,0.10898,8.0,0.54811,1.39408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96852,0.00744,0.05163,0.91234,0.00055,2.44754,0.95,0.11374,8.0,0.5995,1.4173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96984,0.00756,0.05124,0.88175,0.00053,2.16681,0.95,0.11122,8.0,0.51795,1.62911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97098,0.01197,0.05115,0.8924,0.00041,2.23553,0.8,0.12245,8.0,0.54736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97266,0.00753,0.05,0.91234,0.00055,2.31649,0.95,0.1098,7.81871,0.58664,1.34075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97026,0.00832,0.05088,0.85,0.00057,2.5,0.95,0.11761,6.44025,0.59995,1.70689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96975,0.00941,0.05467,0.98,0.00043,1.99466,0.8,0.11303,7.71541,0.50051,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97202,0.00821,0.05,0.8743,0.00055,2.45134,0.90361,0.11632,7.97201,0.6709,1.38963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97241,0.0075,0.05126,0.90872,0.00055,2.45773,0.95,0.11316,8.0,0.59995,1.40593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97278,0.00936,0.05,0.89638,0.00041,2.45901,0.85513,0.10115,8.0,0.52738,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96982,0.0082,0.05146,0.85,0.00054,2.45578,0.95,0.11451,7.40089,0.59377,1.44477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97128,0.01009,0.05402,0.88807,0.00054,2.45134,0.86147,0.10787,8.0,0.53673,1.22357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96904,0.00941,0.05,0.89693,0.00041,2.45649,0.86098,0.10142,8.0,0.5273,1.4603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9732,0.00905,0.05142,0.91609,0.00055,2.25687,0.83192,0.10904,7.12158,0.48663,1.45622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97222,0.00962,0.05,0.89396,0.00041,2.48003,0.85883,0.10004,8.0,0.52601,1.45843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97139,0.00905,0.05,0.91609,0.00059,2.25687,0.83192,0.08566,5.28232,0.59216,1.29394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96999,0.00905,0.05142,0.85,0.00055,2.5,0.95,0.08439,6.06988,0.57077,1.70833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97153,0.00918,0.05068,0.91716,0.00054,2.25687,0.83192,0.10862,7.12544,0.48621,1.45443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96791,0.00753,0.05226,0.93554,0.00055,2.44966,0.95,0.11529,8.0,0.57873,1.43662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97157,0.00926,0.05642,0.91609,0.00046,2.25687,0.8599,0.11137,8.0,0.5783,1.55369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97325,0.00665,0.06114,0.91234,0.0006,2.5,0.95,0.11316,8.0,0.65495,1.35526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96628,0.00664,0.0612,0.91309,0.0006,2.5,0.95,0.11355,8.0,0.65703,1.35269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
